% function evaluation | noise-free fitness - Fopt (7.948000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1785894 +4.982463864e-08 +4.982463864e-08 -1.947999995e+01 -1.948000000e+01 -9.5513e-01 +2.0464e+00 +9.8002e-01 +1.4815e+00 +3.1656e+00 -9.7598e-01 -3.0408e+00 -2.8384e+00 +2.0536e+00 +1.7199e+00 -2.9040e+00 -3.5464e+00 +3.4881e+00 +3.2968e+00 +4.6563e-01 -9.8003e-01 -1.6297e+00 +3.2712e+00 +3.9433e-01 +9.8160e-01
% function evaluation | noise-free fitness - Fopt (1.344700000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +3.242180810e+02 +3.242180810e+02 +4.586880810e+02 +1.344700000e+02 +2.8273e+00 +1.3358e+00 +7.0828e-01 +3.6577e-01 +3.6375e+00 -3.8169e+00 -2.3855e+00 +5.8014e-02 +5.6555e-01 -3.4106e+00 +4.9916e+00 +4.4916e+00 +4.5896e+00 +3.7324e+00 -2.8935e+00 -2.9879e+00 -6.3626e-01 +4.8620e+00 -2.1345e+00 -2.9514e+00
370 +8.293443509e+01 +8.293443509e+01 +2.174044351e+02 +1.344700000e+02 -4.4984e+00 -5.3987e-01 -2.3978e+00 -2.9253e+00 -4.5349e+00 +3.0838e+00 +1.0908e+00 +1.0618e+00 -4.4099e+00 +7.4936e-01 +1.0468e-01 +5.1993e-01 -5.2152e-01 -1.6838e+00 -3.3457e+00 -4.7723e+00 -2.7266e+00 -3.2210e-01 -3.7006e+00 +2.7173e+00
540 +4.477444098e+01 +4.477444098e+01 +1.792444410e+02 +1.344700000e+02 -3.1568e-01 +3.3164e+00 -1.0845e+00 -3.0426e+00 +1.3736e-01 +1.9929e+00 +1.2165e+00 -2.7991e+00 -2.1949e+00 -2.1664e+00 +3.4446e+00 -1.6154e+00 +3.5468e-01 -3.4049e+00 -2.8745e+00 -1.3709e+00 -1.8649e+00 -1.6284e+00 -3.7512e+00 +1.2772e+00
704 +2.783559589e+01 +2.783559589e+01 +1.623055959e+02 +1.344700000e+02 -3.1646e+00 +1.6159e+00 +2.2977e+00 -4.2131e+00 -2.4319e+00 -1.1791e+00 +2.2274e+00 +1.4713e-01 -2.1949e+00 -2.1664e+00 +3.4446e+00 -1.6154e+00 +3.5468e-01 -3.4049e+00 -2.8745e+00 -6.8766e-01 -2.9985e+00 -3.5834e+00 -2.4052e+00 +1.7854e-02
877 +2.290292155e+01 +2.290292155e+01 +1.573729216e+02 +1.344700000e+02 -3.1646e+00 +1.6159e+00 +2.2977e+00 -4.2131e+00 -2.4319e+00 -1.1791e+00 +2.2274e+00 -2.7991e+00 -2.1949e+00 -2.1664e+00 +3.4446e+00 +1.5037e+00 +3.5468e-01 -3.4049e+00 -2.8745e+00 -6.8766e-01 -2.9985e+00 -3.5834e+00 -2.4052e+00 +1.7854e-02
1354 +1.246432952e+01 +1.246432952e+01 +1.469343295e+02 +1.344700000e+02 -3.1646e+00 +3.3164e+00 -1.0845e+00 -3.0426e+00 -2.4319e+00 -1.1791e+00 +2.2274e+00 +1.4713e-01 -2.1949e+00 -2.1664e+00 +3.4446e+00 +1.5037e+00 +3.5468e-01 -3.4049e+00 -2.8745e+00 -1.3709e+00 -1.8649e+00 -3.1173e+00 -2.4052e+00 +1.7854e-02
1851 +9.540743663e+00 +9.540743663e+00 +1.440107437e+02 +1.344700000e+02 -3.1646e+00 +3.3425e+00 -1.0845e+00 -3.0426e+00 -2.4319e+00 -7.5009e-01 +2.2274e+00 -2.0809e+00 -3.2169e+00 -2.1664e+00 +3.4446e+00 +1.5037e+00 +3.5468e-01 -3.4049e+00 -3.2239e+00 -1.3709e+00 -1.8649e+00 -3.1173e+00 -2.4052e+00 +1.7854e-02
2532 +5.703204868e+00 +5.703204868e+00 +1.401732049e+02 +1.344700000e+02 -3.1646e+00 +3.4166e+00 -1.0845e+00 -3.0426e+00 -2.4319e+00 -2.1609e-01 +2.2274e+00 -1.7438e+00 -3.2169e+00 -2.1664e+00 +3.0576e+00 +1.5037e+00 +3.5468e-01 -3.4049e+00 -3.2239e+00 -1.3709e+00 -1.8649e+00 -3.1173e+00 -2.4052e+00 +1.1527e+00
2876 +3.751845628e+00 +3.751845628e+00 +1.382218456e+02 +1.344700000e+02 -3.1646e+00 +3.3164e+00 +1.4569e-02 -3.0426e+00 -2.4319e+00 -2.1609e-01 +2.2274e+00 -1.7438e+00 -3.2169e+00 -2.1664e+00 +3.0576e+00 +1.5037e+00 +3.5468e-01 -3.4049e+00 -3.2239e+00 -1.3709e+00 -1.8649e+00 -3.1173e+00 -2.4052e+00 +1.1527e+00
3391 +2.270646110e+00 +2.270646110e+00 +1.367406461e+02 +1.344700000e+02 -3.1646e+00 +3.3164e+00 +1.4569e-02 -3.0426e+00 -3.0233e+00 -2.1609e-01 +2.2274e+00 -1.7438e+00 -3.2169e+00 -2.1664e+00 +2.4383e+00 +1.5037e+00 +3.5468e-01 -3.3751e+00 -3.2239e+00 -1.3709e+00 -1.8649e+00 -3.1173e+00 -2.4052e+00 +1.1527e+00
3920 +1.451739277e+00 +1.451739277e+00 +1.359217393e+02 +1.344700000e+02 -3.1646e+00 +3.3164e+00 +1.4569e-02 -3.0426e+00 -3.0233e+00 -1.7126e-03 +2.2274e+00 -1.4083e+00 -3.2169e+00 -2.5601e+00 +2.4383e+00 +1.5037e+00 +3.5468e-01 -3.3751e+00 -3.2239e+00 -1.5930e+00 -1.8649e+00 -3.1173e+00 -2.4052e+00 +1.1527e+00
4606 +9.790754190e-01 +9.790754190e-01 +1.354490754e+02 +1.344700000e+02 -3.1646e+00 +3.2019e+00 +1.4569e-02 -3.0426e+00 -3.0233e+00 -1.7126e-03 +2.2274e+00 -1.0240e+00 -3.2169e+00 -2.5601e+00 +2.0808e+00 +1.5037e+00 +3.5468e-01 -3.3751e+00 -3.3819e+00 -1.3709e+00 -1.8649e+00 -3.1173e+00 -2.4052e+00 +1.1527e+00
5278 +5.433771407e-01 +5.433771407e-01 +1.350133771e+02 +1.344700000e+02 -3.1646e+00 +3.2019e+00 +1.4569e-02 -3.0426e+00 -3.0233e+00 -1.7126e-03 +2.2274e+00 -1.0240e+00 -3.2169e+00 -2.5601e+00 +2.0808e+00 +1.1859e+00 +3.5468e-01 -3.2382e+00 -3.9293e+00 -1.3709e+00 -1.8649e+00 -3.1173e+00 -2.4052e+00 +1.1527e+00
5782 +3.620433273e-01 +3.620433273e-01 +1.348320433e+02 +1.344700000e+02 -3.1646e+00 +3.2019e+00 +3.8212e-01 -3.0426e+00 -3.0233e+00 -1.7126e-03 +2.4564e+00 -1.0240e+00 -3.2169e+00 -2.5826e+00 +2.0808e+00 +1.1859e+00 +3.5468e-01 -3.2382e+00 -3.9293e+00 -1.3709e+00 -1.8649e+00 -3.1173e+00 -2.4052e+00 +1.1527e+00
6592 +2.314523897e-01 +2.314523897e-01 +1.347014524e+02 +1.344700000e+02 -3.1646e+00 +3.2019e+00 +3.8212e-01 -3.0426e+00 -3.0233e+00 +3.8293e-01 +2.4564e+00 -1.0240e+00 -3.2169e+00 -2.5826e+00 +2.0808e+00 +1.0200e+00 +3.5468e-01 -3.2382e+00 -3.9293e+00 -1.3709e+00 -1.7436e+00 -3.1173e+00 -2.4052e+00 +1.1527e+00
7970 +1.478826438e-01 +1.478826438e-01 +1.346178826e+02 +1.344700000e+02 -3.1646e+00 +3.2019e+00 +3.8212e-01 -3.0426e+00 -3.1393e+00 +3.3436e-01 +2.4564e+00 -1.0240e+00 -3.2169e+00 -2.5826e+00 +2.0808e+00 +1.0200e+00 +3.5468e-01 -3.1422e+00 -3.9293e+00 -1.3709e+00 -1.4884e+00 -3.1173e+00 -2.4052e+00 +1.2820e+00
26749 +9.406045540e-02 +9.406045540e-02 +1.345640605e+02 +1.344700000e+02 -3.3499e+00 +3.0482e+00 +4.2780e-01 -2.8678e+00 -3.2131e+00 +2.2952e-01 +2.5200e+00 -1.0544e+00 -3.1380e+00 -2.7260e+00 +1.9516e+00 +9.3239e-01 +2.2092e-01 -3.0898e+00 -3.6873e+00 -1.5103e+00 -1.6369e+00 -3.1557e+00 -2.3713e+00 +1.1889e+00
36310 +5.732208967e-02 +5.732208967e-02 +1.345273221e+02 +1.344700000e+02 -3.3177e+00 +3.1296e+00 +2.8830e-01 -2.8269e+00 -3.2245e+00 +2.8529e-01 +2.4684e+00 -1.0254e+00 -3.2460e+00 -2.7851e+00 +2.0271e+00 +1.0627e+00 +3.5735e-01 -3.0486e+00 -3.7324e+00 -1.5848e+00 -1.6631e+00 -3.1380e+00 -2.3069e+00 +1.2263e+00
37476 +3.600629434e-02 +3.600629434e-02 +1.345060063e+02 +1.344700000e+02 -3.2485e+00 +3.1296e+00 +2.8830e-01 -2.8269e+00 -3.2245e+00 +2.8529e-01 +2.4684e+00 -1.0254e+00 -3.2460e+00 -2.7445e+00 +2.0271e+00 +1.0627e+00 +3.5735e-01 -3.0486e+00 -3.7898e+00 -1.5080e+00 -1.5699e+00 -3.1380e+00 -2.3069e+00 +1.2263e+00
45041 +2.467479245e-02 +2.467479245e-02 +1.344946748e+02 +1.344700000e+02 -3.2008e+00 +3.1414e+00 +3.6929e-01 -2.8082e+00 -3.1905e+00 +2.9374e-01 +2.4973e+00 -1.0240e+00 -3.2169e+00 -2.8434e+00 +2.0230e+00 +9.8586e-01 +3.5468e-01 -3.1422e+00 -3.7865e+00 -1.4755e+00 -1.5259e+00 -3.0521e+00 -2.4052e+00 +1.2820e+00
46881 +1.567171674e-02 +1.567171674e-02 +1.344856717e+02 +1.344700000e+02 -3.2008e+00 +3.1414e+00 +3.6929e-01 -2.8082e+00 -3.1905e+00 +2.3775e-01 +2.4979e+00 -1.0240e+00 -3.2169e+00 -2.8234e+00 +2.0230e+00 +9.8586e-01 +3.5468e-01 -3.0815e+00 -3.7865e+00 -1.4755e+00 -1.6367e+00 -3.0521e+00 -2.4052e+00 +1.2820e+00
53024 +9.846095553e-03 +9.846095553e-03 +1.344798461e+02 +1.344700000e+02 -3.2261e+00 +3.1615e+00 +3.3668e-01 -2.7925e+00 -3.1965e+00 +2.7494e-01 +2.4973e+00 -1.0344e+00 -3.2073e+00 -2.7416e+00 +2.0544e+00 +1.0200e+00 +3.5468e-01 -3.0965e+00 -3.8083e+00 -1.4492e+00 -1.6116e+00 -3.0490e+00 -2.4052e+00 +1.2820e+00
54216 +5.590716999e-03 +5.590716999e-03 +1.344755907e+02 +1.344700000e+02 -3.2261e+00 +3.1615e+00 +3.3668e-01 -2.8604e+00 -3.1965e+00 +2.7494e-01 +2.4973e+00 -1.0344e+00 -3.1824e+00 -2.7416e+00 +2.0330e+00 +1.0200e+00 +3.5468e-01 -3.0965e+00 -3.8083e+00 -1.4492e+00 -1.5907e+00 -3.0490e+00 -2.4052e+00 +1.2820e+00
55409 +3.899669592e-03 +3.899669592e-03 +1.344738997e+02 +1.344700000e+02 -3.2261e+00 +3.1615e+00 +3.3668e-01 -2.8604e+00 -3.1965e+00 +2.3200e-01 +2.4973e+00 -1.0344e+00 -3.1824e+00 -2.7416e+00 +2.0330e+00 +1.0200e+00 +3.5468e-01 -3.0965e+00 -3.8083e+00 -1.5092e+00 -1.5907e+00 -3.0490e+00 -2.4052e+00 +1.2820e+00
86196 +2.477949924e-03 +2.477949924e-03 +1.344724779e+02 +1.344700000e+02 -3.2453e+00 +3.1588e+00 +3.4125e-01 -2.8678e+00 -3.2131e+00 +2.5707e-01 +2.5200e+00 -1.0544e+00 -3.1902e+00 -2.7758e+00 +2.0284e+00 +9.9376e-01 +3.5243e-01 -3.1021e+00 -3.8070e+00 -1.4925e+00 -1.5868e+00 -3.0873e+00 -2.4180e+00 +1.2832e+00
122677 +1.510144220e-03 +1.510144220e-03 +1.344715101e+02 +1.344700000e+02 -3.2770e+00 +3.1414e+00 +3.4366e-01 -2.8530e+00 -3.2196e+00 +2.5083e-01 +2.4979e+00 -1.0466e+00 -3.1996e+00 -2.7455e+00 +2.0230e+00 +9.8586e-01 +3.5468e-01 -3.0954e+00 -3.7865e+00 -1.4812e+00 -1.5928e+00 -3.0521e+00 -2.4052e+00 +1.2820e+00
124061 +9.950618162e-04 +9.950618162e-04 +1.344709951e+02 +1.344700000e+02 -3.2632e+00 +3.1414e+00 +3.4366e-01 -2.8530e+00 -3.2141e+00 +2.5083e-01 +2.4979e+00 -1.0466e+00 -3.1996e+00 -2.7455e+00 +2.0230e+00 +9.8586e-01 +3.5468e-01 -3.0954e+00 -3.7993e+00 -1.4812e+00 -1.5928e+00 -3.0521e+00 -2.4052e+00 +1.2820e+00
160318 +5.643341207e-04 +5.643341207e-04 +1.344705643e+02 +1.344700000e+02 -3.2561e+00 +3.1588e+00 +3.4125e-01 -2.8411e+00 -3.2131e+00 +2.4553e-01 +2.4924e+00 -1.0494e+00 -3.1902e+00 -2.7489e+00 +2.0284e+00 +9.9376e-01 +3.5243e-01 -3.1021e+00 -3.8042e+00 -1.4897e+00 -1.5939e+00 -3.0699e+00 -2.4046e+00 +1.2659e+00
170682 +3.607685610e-04 +3.607685610e-04 +1.344703608e+02 +1.344700000e+02 -3.2649e+00 +3.1588e+00 +3.3668e-01 -2.8497e+00 -3.2054e+00 +2.5212e-01 +2.4973e+00 -1.0491e+00 -3.1951e+00 -2.7650e+00 +2.0224e+00 +9.9376e-01 +3.5468e-01 -3.0981e+00 -3.7994e+00 -1.4925e+00 -1.5868e+00 -3.0565e+00 -2.4052e+00 +1.2820e+00
201038 +2.412321956e-04 +2.412321956e-04 +1.344702412e+02 +1.344700000e+02 -3.2632e+00 +3.1522e+00 +3.3668e-01 -2.8490e+00 -3.2073e+00 +2.4121e-01 +2.5049e+00 -1.0542e+00 -3.1951e+00 -2.7544e+00 +2.0247e+00 +9.8586e-01 +3.5468e-01 -3.0965e+00 -3.7993e+00 -1.4861e+00 -1.5928e+00 -3.0634e+00 -2.4052e+00 +1.2709e+00
204157 +1.127867822e-04 +1.127867822e-04 +1.344701128e+02 +1.344700000e+02 -3.2632e+00 +3.1522e+00 +3.3668e-01 -2.8490e+00 -3.2073e+00 +2.5083e-01 +2.5026e+00 -1.0527e+00 -3.1951e+00 -2.7544e+00 +2.0247e+00 +9.9508e-01 +3.5468e-01 -3.0965e+00 -3.7993e+00 -1.4869e+00 -1.5928e+00 -3.0634e+00 -2.4052e+00 +1.2709e+00
207622 +8.220219925e-05 +8.220219925e-05 +1.344700822e+02 +1.344700000e+02 -3.2630e+00 +3.1522e+00 +3.3668e-01 -2.8486e+00 -3.2073e+00 +2.4904e-01 +2.5026e+00 -1.0527e+00 -3.1951e+00 -2.7544e+00 +2.0247e+00 +9.9508e-01 +3.5834e-01 -3.0965e+00 -3.7993e+00 -1.4869e+00 -1.5928e+00 -3.0634e+00 -2.4052e+00 +1.2709e+00
279185 +6.106706854e-05 +6.106706854e-05 +1.344700611e+02 +1.344700000e+02 -3.2630e+00 +3.1522e+00 +3.3668e-01 -2.8486e+00 -3.2073e+00 +2.4904e-01 +2.5026e+00 -1.0505e+00 -3.1951e+00 -2.7544e+00 +2.0247e+00 +9.9508e-01 +3.5834e-01 -3.0987e+00 -3.7993e+00 -1.4869e+00 -1.5928e+00 -3.0634e+00 -2.4052e+00 +1.2713e+00
308449 +3.899234636e-05 +3.899234636e-05 +1.344700390e+02 +1.344700000e+02 -3.2587e+00 +3.1578e+00 +3.3271e-01 -2.8486e+00 -3.2073e+00 +2.4832e-01 +2.5026e+00 -1.0505e+00 -3.1951e+00 -2.7544e+00 +2.0247e+00 +9.9508e-01 +3.5834e-01 -3.0982e+00 -3.7993e+00 -1.4869e+00 -1.5928e+00 -3.0615e+00 -2.4070e+00 +1.2709e+00
380779 +2.352260717e-05 +2.352260717e-05 +1.344700235e+02 +1.344700000e+02 -3.2602e+00 +3.1566e+00 +3.3271e-01 -2.8486e+00 -3.2079e+00 +2.4832e-01 +2.5026e+00 -1.0505e+00 -3.1930e+00 -2.7544e+00 +2.0247e+00 +9.9508e-01 +3.5834e-01 -3.1016e+00 -3.7993e+00 -1.4869e+00 -1.5928e+00 -3.0615e+00 -2.4070e+00 +1.2709e+00
413110 +1.506978921e-05 +1.506978921e-05 +1.344700151e+02 +1.344700000e+02 -3.2590e+00 +3.1566e+00 +3.3271e-01 -2.8486e+00 -3.2079e+00 +2.4832e-01 +2.5026e+00 -1.0505e+00 -3.1937e+00 -2.7577e+00 +2.0247e+00 +9.9508e-01 +3.5881e-01 -3.1016e+00 -3.7993e+00 -1.4869e+00 -1.5928e+00 -3.0615e+00 -2.4070e+00 +1.2709e+00
416358 +9.534892769e-06 +9.534892769e-06 +1.344700095e+02 +1.344700000e+02 -3.2587e+00 +3.1566e+00 +3.3271e-01 -2.8486e+00 -3.2079e+00 +2.4832e-01 +2.5026e+00 -1.0505e+00 -3.1937e+00 -2.7567e+00 +2.0247e+00 +9.9508e-01 +3.5834e-01 -3.1012e+00 -3.7991e+00 -1.4887e+00 -1.5928e+00 -3.0632e+00 -2.4070e+00 +1.2726e+00
454672 +5.673376279e-06 +5.673376279e-06 +1.344700057e+02 +1.344700000e+02 -3.2606e+00 +3.1566e+00 +3.3271e-01 -2.8486e+00 -3.2079e+00 +2.4679e-01 +2.5026e+00 -1.0505e+00 -3.1934e+00 -2.7577e+00 +2.0247e+00 +9.9508e-01 +3.5834e-01 -3.1003e+00 -3.7992e+00 -1.4878e+00 -1.5928e+00 -3.0623e+00 -2.4070e+00 +1.2713e+00
536331 +2.660974701e-06 +2.660974701e-06 +1.344700027e+02 +1.344700000e+02 -3.2606e+00 +3.1566e+00 +3.3271e-01 -2.8486e+00 -3.2079e+00 +2.4679e-01 +2.5026e+00 -1.0505e+00 -3.1934e+00 -2.7577e+00 +2.0247e+00 +9.9508e-01 +3.5970e-01 -3.1012e+00 -3.7993e+00 -1.4887e+00 -1.5928e+00 -3.0632e+00 -2.4070e+00 +1.2726e+00
536719 +2.075164929e-06 +2.075164929e-06 +1.344700021e+02 +1.344700000e+02 -3.2606e+00 +3.1566e+00 +3.3271e-01 -2.8486e+00 -3.2079e+00 +2.4679e-01 +2.5026e+00 -1.0505e+00 -3.1934e+00 -2.7577e+00 +2.0247e+00 +9.9508e-01 +3.5970e-01 -3.1012e+00 -3.7993e+00 -1.4887e+00 -1.5928e+00 -3.0623e+00 -2.4070e+00 +1.2726e+00
700062 +1.060816061e-06 +1.060816061e-06 +1.344700011e+02 +1.344700000e+02 -3.2606e+00 +3.1566e+00 +3.3362e-01 -2.8486e+00 -3.2079e+00 +2.4679e-01 +2.5025e+00 -1.0504e+00 -3.1937e+00 -2.7577e+00 +2.0247e+00 +9.9508e-01 +3.5881e-01 -3.1011e+00 -3.7992e+00 -1.4887e+00 -1.5928e+00 -3.0623e+00 -2.4070e+00 +1.2726e+00
759411 +8.257150341e-07 +8.257150341e-07 +1.344700008e+02 +1.344700000e+02 -3.2606e+00 +3.1564e+00 +3.3362e-01 -2.8486e+00 -3.2079e+00 +2.4679e-01 +2.5025e+00 -1.0504e+00 -3.1937e+00 -2.7577e+00 +2.0247e+00 +9.9508e-01 +3.5881e-01 -3.1011e+00 -3.7993e+00 -1.4887e+00 -1.5928e+00 -3.0623e+00 -2.4070e+00 +1.2726e+00
779368 +6.220787157e-07 +6.220787157e-07 +1.344700006e+02 +1.344700000e+02 -3.2606e+00 +3.1564e+00 +3.3362e-01 -2.8486e+00 -3.2079e+00 +2.4679e-01 +2.5025e+00 -1.0504e+00 -3.1937e+00 -2.7577e+00 +2.0247e+00 +9.9508e-01 +3.5897e-01 -3.1009e+00 -3.7992e+00 -1.4887e+00 -1.5928e+00 -3.0623e+00 -2.4070e+00 +1.2726e+00
1191235 +3.207171915e-07 +3.207171915e-07 +1.344700003e+02 +1.344700000e+02 -3.2608e+00 +3.1563e+00 +3.3362e-01 -2.8486e+00 -3.2079e+00 +2.4701e-01 +2.5025e+00 -1.0504e+00 -3.1937e+00 -2.7575e+00 +2.0247e+00 +9.9508e-01 +3.5897e-01 -3.1008e+00 -3.7992e+00 -1.4888e+00 -1.5928e+00 -3.0624e+00 -2.4072e+00 +1.2726e+00
1258413 +2.482734942e-07 +2.482734942e-07 +1.344700002e+02 +1.344700000e+02 -3.2608e+00 +3.1563e+00 +3.3362e-01 -2.8486e+00 -3.2079e+00 +2.4701e-01 +2.5025e+00 -1.0504e+00 -3.1937e+00 -2.7575e+00 +2.0247e+00 +9.9515e-01 +3.5923e-01 -3.1008e+00 -3.7992e+00 -1.4888e+00 -1.5928e+00 -3.0624e+00 -2.4072e+00 +1.2726e+00
1331575 +1.209350273e-07 +1.209350273e-07 +1.344700001e+02 +1.344700000e+02 -3.2608e+00 +3.1560e+00 +3.3362e-01 -2.8488e+00 -3.2079e+00 +2.4701e-01 +2.5025e+00 -1.0504e+00 -3.1937e+00 -2.7576e+00 +2.0247e+00 +9.9515e-01 +3.5923e-01 -3.1008e+00 -3.7992e+00 -1.4888e+00 -1.5928e+00 -3.0624e+00 -2.4072e+00 +1.2726e+00
1591511 +9.127046496e-08 +9.127046496e-08 +1.344700001e+02 +1.344700000e+02 -3.2608e+00 +3.1560e+00 +3.3362e-01 -2.8488e+00 -3.2081e+00 +2.4733e-01 +2.5023e+00 -1.0504e+00 -3.1937e+00 -2.7576e+00 +2.0247e+00 +9.9515e-01 +3.5923e-01 -3.1008e+00 -3.7992e+00 -1.4888e+00 -1.5928e+00 -3.0624e+00 -2.4072e+00 +1.2726e+00
1676344 +5.963309491e-08 +5.963309491e-08 +1.344700001e+02 +1.344700000e+02 -3.2608e+00 +3.1560e+00 +3.3362e-01 -2.8488e+00 -3.2081e+00 +2.4711e-01 +2.5023e+00 -1.0504e+00 -3.1937e+00 -2.7576e+00 +2.0247e+00 +9.9515e-01 +3.5923e-01 -3.1008e+00 -3.7992e+00 -1.4888e+00 -1.5928e+00 -3.0624e+00 -2.4072e+00 +1.2727e+00
% function evaluation | noise-free fitness - Fopt (4.453500000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +3.233499921e+02 +3.233499921e+02 +7.686999921e+02 +4.453500000e+02 +1.4512e+00 -3.6362e+00 +3.2870e+00 -2.4128e-01 -5.7421e-02 +1.9528e+00 +4.2330e-01 -4.2935e+00 -3.3413e+00 +4.0223e+00 +4.3136e+00 +3.4929e+00 -4.2297e+00 -1.3907e+00 +2.1707e+00 +3.7708e+00 -2.0039e+00 -4.3800e+00 -2.3257e-01 -1.7367e+00
392 +5.623030521e+01 +5.623030521e+01 +5.015803052e+02 +4.453500000e+02 -6.6026e-01 +2.3512e+00 +3.5248e-02 +2.0176e+00 +4.8743e+00 -1.1567e+00 -2.3328e+00 +3.3613e+00 +1.5103e+00 +6.9455e-02 +3.7873e+00 +1.7220e+00 -1.0522e+00 -3.6653e+00 +2.3742e+00 -2.0112e+00 -3.4113e+00 -1.5313e+00 +2.5584e+00 +3.1424e+00
776 +3.562260937e+01 +3.562260937e+01 +4.809726094e+02 +4.453500000e+02 -6.6026e-01 +2.3512e+00 +3.5248e-02 +2.0176e+00 +4.8743e+00 +3.4861e+00 -2.3328e+00 +3.3613e+00 +1.5103e+00 +6.9455e-02 +3.7873e+00 +1.7220e+00 -1.0522e+00 -3.6653e+00 +2.3742e+00 -2.0112e+00 -3.4113e+00 -1.5313e+00 +2.5584e+00 +3.1424e+00
1347 +2.470836574e+01 +2.470836574e+01 +4.700583657e+02 +4.453500000e+02 -1.4251e+00 +3.3229e+00 -1.9706e+00 +1.6091e+00 +4.2182e+00 +3.4861e+00 -4.5808e+00 +3.3613e+00 +1.5103e+00 +6.9455e-02 +3.7873e+00 +1.7220e+00 -1.0522e+00 -3.6653e+00 +2.3742e+00 -2.0112e+00 -1.9833e+00 -1.2138e+00 +2.5584e+00 +3.1424e+00
1916 +1.466702473e+01 +1.466702473e+01 +4.600170247e+02 +4.453500000e+02 -1.8050e+00 +2.9557e+00 -1.6600e+00 +1.6091e+00 +4.2542e+00 +3.4861e+00 -4.5808e+00 +1.6749e+00 +1.5103e+00 -3.2173e+00 +4.2398e+00 +2.4821e+00 -4.9099e-01 -3.5462e+00 +2.3742e+00 -2.0112e+00 -1.9833e+00 -1.2138e+00 +4.3932e+00 +3.1424e+00
2492 +8.626907969e+00 +8.626907969e+00 +4.539769080e+02 +4.453500000e+02 -2.7172e+00 +3.3229e+00 -1.2065e+00 +1.6091e+00 +4.2182e+00 +3.4861e+00 -4.5808e+00 +2.0264e+00 +1.5103e+00 -6.7028e-01 +2.8287e+00 +2.4821e+00 -4.9099e-01 -3.5462e+00 +2.3742e+00 -2.0112e+00 -1.9833e+00 -1.2138e+00 +4.3932e+00 +3.1424e+00
3274 +5.334418213e+00 +5.334418213e+00 +4.506844182e+02 +4.453500000e+02 -2.7172e+00 +3.3229e+00 -1.2065e+00 +5.9119e-01 +3.4133e+00 +3.4861e+00 -4.5808e+00 +1.7677e+00 +1.5103e+00 -3.2173e+00 +2.8287e+00 +2.4821e+00 -4.9099e-01 -3.1502e+00 +2.3742e+00 -2.0112e+00 -1.9833e+00 -1.2138e+00 +4.3932e+00 +3.1424e+00
3659 +3.328243438e+00 +3.328243438e+00 +4.486782434e+02 +4.453500000e+02 -2.7172e+00 +3.3229e+00 -1.2065e+00 +5.9119e-01 +3.4133e+00 +3.4861e+00 -4.5808e+00 +1.7677e+00 +1.5103e+00 -1.1059e+00 +2.6832e+00 +2.4821e+00 -4.9099e-01 -3.1502e+00 +1.6608e+00 -2.0112e+00 -1.3600e+00 -1.2138e+00 +4.3932e+00 +3.1424e+00
4238 +2.165886080e+00 +2.165886080e+00 +4.475158861e+02 +4.453500000e+02 -2.7172e+00 +3.3229e+00 -1.2286e+00 +2.2424e-01 +3.4571e+00 +3.4861e+00 -3.9657e+00 +2.0264e+00 +1.5103e+00 -2.4156e+00 +2.6832e+00 +2.4821e+00 -4.9099e-01 -2.7432e+00 +1.2147e+00 -2.0112e+00 -1.9833e+00 -1.2639e+00 +4.2373e+00 +3.1424e+00
4630 +1.505128314e+00 +1.505128314e+00 +4.468551283e+02 +4.453500000e+02 -2.7172e+00 +3.3229e+00 -1.2065e+00 +2.7817e-01 +3.4133e+00 +3.4861e+00 -3.9657e+00 +1.7677e+00 +1.5103e+00 -1.6416e+00 +2.6021e+00 +2.4821e+00 +9.5318e-02 -2.7432e+00 +1.3848e+00 -2.0112e+00 -1.9833e+00 -1.2639e+00 +4.2373e+00 +2.8686e+00
5013 +8.257200041e-01 +8.257200041e-01 +4.461757200e+02 +4.453500000e+02 -2.9279e+00 +3.0750e+00 -5.8316e-01 +2.2424e-01 +3.4571e+00 +3.4861e+00 -3.9657e+00 +1.7677e+00 +1.5103e+00 -1.6416e+00 +2.6021e+00 +2.8662e+00 +9.5318e-02 -2.7432e+00 +1.3848e+00 -2.0112e+00 -1.3600e+00 -1.2138e+00 +4.3932e+00 +3.1424e+00
5399 +4.681415410e-01 +4.681415410e-01 +4.458181415e+02 +4.453500000e+02 -2.9279e+00 +3.0750e+00 -5.8316e-01 +2.2424e-01 +3.4571e+00 +3.4861e+00 -3.9657e+00 +1.7677e+00 +1.5103e+00 -2.0736e+00 +2.3213e+00 +2.8662e+00 +9.5318e-02 -2.7432e+00 +1.3848e+00 -2.0112e+00 -1.3600e+00 -1.2138e+00 +4.0536e+00 +3.1424e+00
